# OpenSignals Text File Format. Version 1
# {"84:BA:20:AE:BF:DA": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:AE:BF:DA", "device connection": "BTH84:BA:20:AE:BF:DA", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-11-16", "time": "18:10:30.484", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	510	514	0	409	31	0	
1	0	0	0	0	512	514	0	403	31	0	
2	0	0	0	0	515	515	0	406	31	0	
3	0	0	0	0	514	514	0	413	31	0	
4	0	0	0	0	507	512	0	412	31	0	
5	0	0	0	0	505	515	0	407	32	0	
6	0	0	0	0	509	516	0	411	32	0	
7	0	0	0	0	513	516	0	419	32	0	
8	0	0	0	0	508	514	0	429	32	0	
9	0	0	0	0	508	516	0	435	32	0	
10	0	0	0	0	520	514	0	421	32	0	
11	0	0	0	0	507	514	0	388	32	0	
12	0	0	0	0	505	512	1	361	32	0	
13	0	0	0	0	514	512	0	349	31	0	
14	0	0	0	0	511	512	0	347	31	0	
15	0	0	0	0	509	511	0	337	31	0	
0	0	0	0	0	511	513	0	326	31	0	
1	0	0	0	0	505	512	0	326	31	0	
2	0	0	0	0	510	513	0	335	31	0	
3	0	0	0	0	504	513	0	352	31	0	
4	0	0	0	0	515	511	1	375	31	0	
5	0	0	0	0	510	511	0	399	31	0	
6	0	0	0	0	513	511	0	421	31	0	
7	0	0	0	0	506	512	0	448	31	0	
8	0	0	0	0	504	511	1	475	31	0	
9	0	0	0	0	509	511	0	491	31	0	
10	0	0	0	0	510	512	0	489	32	0	
11	0	0	0	0	513	511	0	484	32	0	
12	0	0	0	0	512	511	1	484	32	0	
13	0	0	0	0	510	511	0	496	32	0	
14	0	0	0	0	511	511	0	517	31	0	
15	0	0	0	0	515	513	0	529	32	0	
0	0	0	0	0	513	513	1	530	31	0	
1	0	0	0	0	510	513	0	522	32	0	
2	0	0	0	0	510	511	0	514	32	0	
3	0	0	0	0	508	511	0	514	32	0	
4	0	0	0	0	510	511	0	516	32	0	
5	0	0	0	0	515	511	0	514	32	0	
6	0	0	0	0	509	513	0	515	31	0	
7	0	0	0	0	508	513	0	521	32	0	
8	0	0	0	0	505	512	1	526	32	0	
9	0	0	0	0	513	511	0	527	32	0	
10	0	0	0	0	512	511	0	521	32	0	
11	0	0	0	0	514	511	0	508	32	0	
12	0	0	0	0	505	512	1	497	32	0	
13	0	0	0	0	508	510	0	491	32	0	
14	0	0	0	0	506	511	0	483	31	0	
15	0	0	0	0	514	512	0	471	31	0	
0	0	0	0	0	508	509	0	446	32	0	
1	0	0	0	0	504	510	0	428	32	0	
2	0	0	0	0	511	510	0	422	32	0	
3	0	0	0	0	512	513	0	423	32	0	
4	0	0	0	0	512	511	0	419	32	0	
5	0	0	0	0	508	512	0	408	32	0	
6	0	0	0	0	508	510	0	418	31	0	
7	0	0	0	0	515	510	0	423	32	0	
8	0	0	0	0	512	512	1	446	31	0	
9	0	0	0	0	514	512	0	474	32	0	
10	0	0	0	0	516	513	0	495	32	0	
11	0	0	0	0	506	513	0	499	32	0	
12	0	0	0	0	513	512	0	491	32	0	
13	0	0	0	0	517	512	0	480	32	0	
14	0	0	0	0	509	513	0	469	32	0	
15	0	0	0	0	508	513	0	460	32	0	
0	0	0	0	0	508	512	0	454	32	0	
1	0	0	0	0	510	512	0	445	32	0	
2	0	0	0	0	507	511	0	427	32	0	
3	0	0	0	0	510	513	0	404	32	0	
4	0	0	0	0	514	514	1	385	32	0	
5	0	0	0	0	514	513	0	376	32	0	
6	0	0	0	0	507	512	0	369	31	0	
7	0	0	0	0	504	512	0	374	32	0	
8	0	0	0	0	504	513	0	387	32	0	
9	0	0	0	0	507	512	0	391	32	0	
10	0	0	0	0	511	513	0	391	32	0	
11	0	0	0	0	509	513	0	396	32	0	
12	0	0	0	0	514	512	1	411	32	0	
13	0	0	0	0	508	510	0	395	32	0	
14	0	0	0	0	511	509	0	390	31	0	
15	0	0	0	0	507	509	0	384	31	0	
0	0	0	0	0	513	508	0	383	31	0	
1	0	0	0	0	511	508	0	377	31	0	
2	0	0	0	0	510	507	0	371	32	0	
3	0	0	0	0	518	508	0	363	31	0	
4	0	0	0	0	514	510	0	350	32	0	
5	0	0	0	0	509	510	0	343	32	0	
6	0	0	0	0	502	511	0	340	31	0	
7	0	0	0	0	513	511	0	339	31	0	
8	0	0	0	0	505	512	1	348	31	0	
9	0	0	0	0	508	509	0	352	32	0	
10	0	0	0	0	508	511	0	346	32	0	
11	0	0	0	0	512	512	0	355	31	0	
12	0	0	0	0	504	512	1	372	31	0	
13	0	0	0	0	511	512	0	388	31	0	
14	0	0	0	0	511	510	0	403	31	0	
15	0	0	0	0	512	510	0	411	31	0	
0	0	0	0	0	515	508	1	416	31	0	
1	0	0	0	0	512	510	0	419	32	0	
2	0	0	0	0	511	510	0	418	32	0	
3	0	0	0	0	510	511	0	422	32	0	
4	0	0	0	0	510	511	1	422	32	0	
5	0	0	0	0	507	509	0	410	31	0	
6	0	0	0	0	508	508	0	387	31	0	
7	0	0	0	0	510	511	0	361	32	0	
8	0	0	0	0	509	512	0	340	31	0	
9	0	0	0	0	515	511	0	324	32	0	
10	0	0	0	0	503	512	0	309	32	0	
11	0	0	0	0	513	514	0	300	31	0	
12	0	0	0	0	511	512	1	290	32	0	
13	0	0	0	0	513	511	0	290	32	0	
14	0	0	0	0	522	511	0	294	31	0	
15	0	0	0	0	508	510	0	298	31	0	
0	0	0	0	0	510	511	0	297	31	0	
1	0	0	0	0	502	509	0	286	32	0	
2	0	0	0	0	509	509	0	280	32	0	
3	0	0	0	0	509	510	0	274	32	0	
4	0	0	0	0	509	510	0	270	32	0	
5	0	0	0	0	511	510	0	273	32	0	
6	0	0	0	0	512	510	0	295	31	0	
7	0	0	0	0	512	510	0	316	32	0	
8	0	0	0	0	509	509	0	325	32	0	
9	0	0	0	0	507	510	0	338	32	0	
10	0	0	0	0	511	512	0	344	32	0	
11	0	0	0	0	509	515	0	339	32	0	
12	0	0	0	0	512	516	1	335	32	0	
13	0	0	0	0	507	513	0	325	32	0	
14	0	0	0	0	514	513	0	315	31	0	
15	0	0	0	0	515	515	0	319	32	0	
0	0	0	0	0	510	513	1	332	31	0	
1	0	0	0	0	500	511	0	354	32	0	
2	0	0	0	0	508	512	0	370	32	0	
3	0	0	0	0	518	513	0	388	32	0	
4	0	0	0	0	509	510	0	384	32	0	
5	0	0	0	0	510	511	0	388	32	0	
6	0	0	0	0	513	511	0	387	31	0	
7	0	0	0	0	511	513	0	393	32	0	
8	0	0	0	0	511	512	1	399	32	0	
9	0	0	0	0	512	512	0	400	32	0	
10	0	0	0	0	506	511	0	393	32	0	
11	0	0	0	0	510	512	0	385	32	0	
12	0	0	0	0	507	514	1	377	32	0	
13	0	0	0	0	506	512	0	374	32	0	
14	0	0	0	0	511	511	0	363	31	0	
15	0	0	0	0	514	511	0	348	32	0	
0	0	0	0	0	510	511	0	334	31	0	
1	0	0	0	0	513	512	0	345	32	0	
2	0	0	0	0	513	512	0	368	32	0	
3	0	0	0	0	511	511	0	389	32	0	
4	0	0	0	0	513	511	1	400	31	0	
5	0	0	0	0	508	511	0	400	31	0	
6	0	0	0	0	505	511	0	398	31	0	
7	0	0	0	0	512	509	0	398	31	0	
8	0	0	0	0	516	508	0	403	32	0	
9	0	0	0	0	510	510	0	413	32	0	
10	0	0	0	0	509	509	0	432	32	0	
11	0	0	0	0	510	510	0	450	32	0	
12	0	0	0	0	502	509	1	462	32	0	
13	0	0	0	0	509	508	0	474	32	0	
14	0	0	0	0	517	510	0	488	31	0	
15	0	0	0	0	507	511	0	491	31	0	
0	0	0	0	0	511	510	1	485	32	0	
1	0	0	0	0	508	510	0	479	32	0	
2	0	0	0	0	505	511	0	475	32	0	
3	0	0	0	0	516	512	0	469	32	0	
4	0	0	0	0	498	511	0	461	32	0	
5	0	0	0	0	508	510	0	454	31	0	
6	0	0	0	0	512	512	0	451	31	0	
7	0	0	0	0	518	513	0	450	32	0	
8	0	0	0	0	510	514	1	446	31	0	
9	0	0	0	0	510	514	0	441	31	0	
10	0	0	0	0	510	513	0	425	32	0	
11	0	0	0	0	510	513	0	410	31	0	
12	0	0	0	0	509	512	0	406	32	0	
13	0	0	0	0	505	510	0	408	32	0	
14	0	0	0	0	516	510	0	410	31	0	
15	0	0	0	0	517	511	0	412	32	0	
0	0	0	0	0	505	510	1	408	31	0	
1	0	0	0	0	503	511	0	405	31	0	
2	0	0	0	0	520	512	0	409	32	0	
3	0	0	0	0	511	512	0	415	31	0	
4	0	0	0	0	514	512	1	416	32	0	
5	0	0	0	0	511	511	0	409	31	0	
6	0	0	0	0	512	510	0	399	31	0	
7	0	0	0	0	511	510	0	394	31	0	
8	0	0	0	0	511	510	0	387	31	0	
9	0	0	0	0	510	510	0	387	31	0	
10	0	0	0	0	512	510	0	389	32	0	
11	0	0	0	0	510	511	0	391	32	0	
12	0	0	0	0	508	512	1	390	32	0	
13	0	0	0	0	512	511	0	402	31	0	
14	0	0	0	0	505	512	0	420	31	0	
15	0	0	0	0	506	512	0	433	31	0	
0	0	0	0	0	510	511	1	441	31	0	
1	0	0	0	0	510	508	0	447	32	0	
2	0	0	0	0	507	510	0	447	32	0	
3	0	0	0	0	511	511	0	449	32	0	
4	0	0	0	0	508	511	1	460	32	0	
5	0	0	0	0	510	511	0	473	32	0	
6	0	0	0	0	512	510	0	465	31	0	
7	0	0	0	0	512	511	0	438	32	0	
8	0	0	0	0	515	512	1	409	31	0	
9	0	0	0	0	511	510	0	388	32	0	
10	0	0	0	0	508	511	0	371	32	0	
11	0	0	0	0	507	513	0	352	32	0	
12	0	0	0	0	520	513	1	340	32	0	
13	0	0	0	0	509	512	0	349	32	0	
14	0	0	0	0	504	513	0	378	31	0	
15	0	0	0	0	502	514	0	426	31	0	
0	0	0	0	0	513	513	1	480	31	0	
1	0	0	0	0	513	514	0	529	31	0	
2	0	0	0	0	515	513	0	565	32	0	
3	0	0	0	0	509	513	0	582	31	0	
4	0	0	0	0	509	514	0	585	32	0	
5	0	0	0	0	507	513	0	597	31	0	
6	0	0	0	0	514	512	0	622	31	0	
7	0	0	0	0	511	514	0	652	31	0	
8	0	0	0	0	513	514	1	684	32	0	
9	0	0	0	0	510	513	0	711	32	0	
10	0	0	0	0	508	512	0	726	32	0	
11	0	0	0	0	504	513	0	749	32	0	
12	0	0	0	0	508	510	1	780	32	0	
13	0	0	0	0	507	510	0	808	32	0	
14	0	0	0	0	515	512	0	837	31	0	
15	0	0	0	0	511	512	0	869	32	0	
0	0	0	0	0	507	512	1	908	32	0	
1	0	0	0	0	511	512	0	935	31	0	
2	0	0	0	0	518	513	0	950	32	0	
3	0	0	0	0	505	513	0	963	31	0	
4	0	0	0	0	509	514	1	971	32	0	
5	0	0	0	0	508	512	0	976	31	0	
6	0	0	0	0	510	511	0	975	31	0	
7	0	0	0	0	503	511	0	960	31	0	
8	0	0	0	0	510	512	1	942	31	0	
