# Eye Tracking Keypress Labels
# Recording started: 2025-11-16 18:10:30.456
# Sampling rate: 1000 Hz (1 sample per millisecond)
# Columns: sample_number, timestamp_ms, elapsed_ms, label
# Labels: stare, left, up, down, right, unknown, blink
# Press ESC to stop recording
# EndOfHeader
0	1763345430460.019	0.000	stare
1	1763345430461.050	1.031	stare
2	1763345430462.076	2.057	stare
3	1763345430463.131	3.112	stare
4	1763345430464.038	4.019	stare
5	1763345430465.100	5.081	stare
6	1763345430466.045	6.026	stare
7	1763345430467.076	7.057	stare
8	1763345430468.101	8.082	stare
9	1763345430469.126	9.107	stare
10	1763345430470.023	10.004	stare
11	1763345430471.050	11.031	stare
12	1763345430472.077	12.058	stare
13	1763345430473.133	13.114	stare
14	1763345430474.028	14.009	stare
15	1763345430475.064	15.045	stare
16	1763345430476.094	16.075	stare
17	1763345430477.116	17.097	stare
18	1763345430478.135	18.116	stare
19	1763345430479.036	19.017	stare
20	1763345430480.052	20.033	stare
21	1763345430481.074	21.055	stare
22	1763345430482.092	22.073	stare
23	1763345430483.106	23.087	stare
24	1763345430484.126	24.107	stare
25	1763345430485.017	24.998	stare
26	1763345430486.031	26.012	stare
27	1763345430487.057	27.038	stare
28	1763345430488.088	28.069	stare
29	1763345430489.120	29.101	stare
30	1763345430490.020	30.001	stare
31	1763345430491.035	31.016	stare
32	1763345430492.075	32.056	stare
33	1763345430493.108	33.089	stare
34	1763345430494.136	34.117	stare
35	1763345430495.037	35.018	stare
36	1763345430496.076	36.057	stare
37	1763345430497.113	37.094	stare
38	1763345430498.018	37.999	stare
39	1763345430499.052	39.033	stare
40	1763345430500.086	40.067	stare
41	1763345430501.131	41.112	stare
42	1763345430502.041	42.022	stare
43	1763345430503.081	43.062	stare
44	1763345430504.121	44.102	stare
45	1763345430505.032	45.013	stare
46	1763345430506.076	46.057	stare
47	1763345430507.017	46.998	stare
48	1763345430508.062	48.043	stare
49	1763345430509.125	49.106	stare
50	1763345430510.070	50.051	stare
51	1763345430511.092	51.073	stare
52	1763345430512.117	52.098	stare
53	1763345430513.138	53.119	stare
54	1763345430514.039	54.020	stare
55	1763345430515.088	55.069	stare
56	1763345430516.116	56.097	stare
57	1763345430517.016	56.997	stare
58	1763345430518.051	58.032	stare
59	1763345430519.081	59.062	stare
60	1763345430520.099	60.080	stare
61	1763345430521.117	61.098	stare
62	1763345430522.016	61.997	stare
63	1763345430523.046	63.027	stare
64	1763345430524.064	64.045	stare
65	1763345430525.089	65.070	stare
66	1763345430526.113	66.094	stare
67	1763345430527.137	67.118	stare
68	1763345430528.033	68.014	stare
69	1763345430529.057	69.038	stare
70	1763345430530.084	70.065	stare
71	1763345430531.113	71.094	stare
72	1763345430532.021	72.002	stare
73	1763345430533.061	73.042	stare
74	1763345430534.099	74.080	stare
75	1763345430535.128	75.109	stare
76	1763345430536.039	76.020	stare
77	1763345430537.141	77.122	stare
78	1763345430538.044	78.025	stare
79	1763345430539.084	79.065	stare
80	1763345430540.117	80.098	stare
81	1763345430541.021	81.002	stare
82	1763345430542.072	82.053	stare
83	1763345430543.015	82.996	stare
84	1763345430544.055	84.036	stare
85	1763345430545.028	85.009	stare
86	1763345430546.112	86.093	stare
87	1763345430547.025	87.006	stare
88	1763345430548.055	88.036	stare
89	1763345430549.096	89.077	stare
90	1763345430550.133	90.114	stare
91	1763345430551.035	91.016	stare
92	1763345430552.069	92.050	stare
93	1763345430553.109	93.090	stare
94	1763345430554.016	93.997	stare
95	1763345430555.050	95.031	stare
96	1763345430556.081	96.062	stare
97	1763345430557.115	97.096	stare
98	1763345430558.027	98.008	stare
99	1763345430559.076	99.057	stare
100	1763345430560.109	100.090	stare
101	1763345430561.014	100.995	stare
102	1763345430562.054	102.035	stare
103	1763345430563.090	103.071	stare
104	1763345430564.125	104.106	stare
105	1763345430565.038	105.019	stare
106	1763345430566.074	106.055	stare
107	1763345430567.114	107.095	stare
108	1763345430568.024	108.005	stare
109	1763345430569.054	109.035	stare
110	1763345430570.089	110.070	stare
111	1763345430571.129	111.110	stare
112	1763345430572.043	112.024	stare
113	1763345430573.084	113.065	stare
114	1763345430574.120	114.101	stare
115	1763345430575.032	115.013	stare
116	1763345430576.065	116.046	stare
117	1763345430577.110	117.091	stare
118	1763345430578.017	117.998	stare
119	1763345430579.052	119.033	stare
120	1763345430580.090	120.071	stare
121	1763345430581.131	121.112	stare
122	1763345430582.035	122.016	stare
123	1763345430583.078	123.059	stare
124	1763345430584.112	124.093	stare
125	1763345430585.017	124.998	stare
126	1763345430586.050	126.031	stare
127	1763345430587.092	127.073	stare
128	1763345430588.129	128.110	stare
129	1763345430589.042	129.023	stare
130	1763345430590.078	130.059	stare
131	1763345430591.109	131.090	stare
132	1763345430592.024	132.005	stare
133	1763345430593.062	133.043	stare
134	1763345430594.105	134.086	stare
135	1763345430595.016	134.997	stare
136	1763345430596.049	136.030	stare
137	1763345430597.080	137.061	stare
138	1763345430598.109	138.090	stare
139	1763345430599.136	139.117	stare
140	1763345430600.036	140.017	stare
141	1763345430601.062	141.043	stare
142	1763345430602.089	142.070	stare
143	1763345430603.114	143.095	stare
144	1763345430604.022	144.003	stare
145	1763345430605.062	145.043	stare
146	1763345430606.097	146.078	stare
147	1763345430607.127	147.108	stare
148	1763345430608.036	148.017	stare
149	1763345430609.072	149.053	stare
150	1763345430610.105	150.086	stare
151	1763345430611.010	150.991	stare
152	1763345430612.043	152.024	stare
153	1763345430613.075	153.056	stare
154	1763345430614.107	154.088	stare
155	1763345430615.135	155.116	stare
156	1763345430616.040	156.021	stare
157	1763345430617.075	157.056	stare
158	1763345430618.108	158.089	stare
159	1763345430619.012	158.993	stare
160	1763345430620.049	160.030	stare
161	1763345430621.104	161.085	stare
162	1763345430622.011	161.992	stare
163	1763345430623.051	163.032	stare
164	1763345430624.098	164.079	stare
165	1763345430625.131	165.112	stare
166	1763345430626.044	166.025	stare
167	1763345430627.080	167.061	stare
168	1763345430628.123	168.104	stare
169	1763345430629.032	169.013	stare
170	1763345430630.071	170.052	stare
171	1763345430631.105	171.086	stare
172	1763345430632.010	171.991	stare
173	1763345430633.046	173.027	stare
174	1763345430634.079	174.060	stare
175	1763345430635.111	175.092	stare
176	1763345430636.013	175.994	stare
177	1763345430637.038	177.019	stare
178	1763345430638.075	178.056	stare
179	1763345430639.112	179.093	stare
180	1763345430640.016	179.997	stare
181	1763345430641.053	181.034	stare
182	1763345430642.078	182.059	stare
183	1763345430643.109	183.090	stare
184	1763345430644.020	184.001	stare
185	1763345430645.052	185.033	stare
186	1763345430646.091	186.072	stare
187	1763345430647.131	187.112	stare
188	1763345430648.037	188.018	stare
189	1763345430649.073	189.054	stare
190	1763345430650.111	190.092	stare
191	1763345430651.010	190.991	stare
192	1763345430652.036	192.017	stare
193	1763345430653.075	193.056	stare
194	1763345430654.110	194.091	stare
195	1763345430655.016	194.997	stare
196	1763345430656.056	196.037	stare
197	1763345430657.093	197.074	stare
198	1763345430658.005	197.986	stare
199	1763345430659.049	199.030	stare
200	1763345430660.088	200.069	stare
201	1763345430661.130	201.111	stare
202	1763345430662.051	202.032	stare
203	1763345430663.089	203.070	stare
204	1763345430664.123	204.104	stare
205	1763345430665.039	205.020	stare
206	1763345430666.093	206.074	stare
207	1763345430667.123	207.104	stare
208	1763345430668.022	208.003	stare
209	1763345430669.051	209.032	stare
210	1763345430670.087	210.068	stare
211	1763345430671.129	211.110	stare
212	1763345430672.035	212.016	stare
213	1763345430673.078	213.059	stare
214	1763345430674.110	214.091	stare
215	1763345430675.029	215.010	stare
216	1763345430676.061	216.042	stare
217	1763345430677.093	217.074	stare
218	1763345430678.131	218.112	stare
219	1763345430679.041	219.022	stare
220	1763345430680.074	220.055	stare
221	1763345430681.117	221.098	stare
222	1763345430682.031	222.012	stare
223	1763345430683.071	223.052	stare
224	1763345430684.102	224.083	stare
225	1763345430685.129	225.110	stare
226	1763345430686.115	226.096	stare
227	1763345430687.020	227.001	stare
228	1763345430688.054	228.035	stare
229	1763345430689.094	229.075	stare
230	1763345430690.125	230.106	stare
231	1763345430691.037	231.018	stare
232	1763345430692.076	232.057	stare
233	1763345430693.116	233.097	stare
234	1763345430694.020	234.001	stare
235	1763345430695.058	235.039	stare
236	1763345430696.096	236.077	stare
237	1763345430697.002	236.983	stare
238	1763345430698.035	238.016	stare
239	1763345430699.071	239.052	stare
240	1763345430700.104	240.085	stare
241	1763345430701.012	240.993	stare
242	1763345430702.047	242.028	stare
243	1763345430703.079	243.060	stare
244	1763345430704.114	244.095	stare
245	1763345430705.020	245.001	stare
246	1763345430706.075	246.056	stare
247	1763345430707.111	247.092	stare
248	1763345430708.015	247.996	stare
249	1763345430709.063	249.044	stare
250	1763345430710.104	250.085	stare
251	1763345430711.011	250.992	stare
252	1763345430712.046	252.027	stare
253	1763345430713.077	253.058	stare
254	1763345430714.106	254.087	stare
255	1763345430715.016	254.997	stare
256	1763345430716.057	256.038	stare
257	1763345430717.097	257.078	stare
258	1763345430718.005	257.986	stare
259	1763345430719.040	259.021	stare
260	1763345430720.071	260.052	stare
261	1763345430721.106	261.087	stare
262	1763345430722.009	261.990	stare
263	1763345430723.041	263.022	stare
264	1763345430724.073	264.054	stare
