# OpenSignals Text File Format. Version 1
# {"84:BA:20:AE:BF:DA": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:AE:BF:DA", "device connection": "BTH84:BA:20:AE:BF:DA", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-11-12", "time": "19:27:28.112", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	512	512	0	319	39	5	
1	0	0	0	0	514	512	0	163	39	5	
2	0	0	0	0	506	510	0	0	39	5	
3	0	0	0	0	514	510	0	0	39	5	
4	0	0	0	0	514	510	0	0	39	5	
5	0	0	0	0	507	510	0	0	39	5	
6	0	0	0	0	509	512	0	0	39	5	
7	0	0	0	0	503	513	0	0	39	5	
8	0	0	0	0	508	512	1	0	39	5	
9	0	0	0	0	518	512	0	102	39	5	
10	0	0	0	0	516	511	0	221	39	5	
11	0	0	0	0	509	511	0	322	39	5	
12	0	0	0	0	509	514	0	394	39	5	
13	0	0	0	0	511	514	0	455	39	5	
14	0	0	0	0	511	514	0	492	39	5	
15	0	0	0	0	509	515	0	468	39	5	
0	0	0	0	0	507	515	1	404	39	5	
1	0	0	0	0	510	512	0	349	39	5	
2	0	0	0	0	510	511	0	326	39	5	
3	0	0	0	0	514	511	0	320	39	5	
4	0	0	0	0	508	508	0	323	39	5	
5	0	0	0	0	515	509	0	344	39	5	
6	0	0	0	0	511	508	0	403	39	5	
7	0	0	0	0	508	510	0	479	39	5	
8	0	0	0	0	509	510	1	526	39	5	
9	0	0	0	0	514	508	0	541	39	5	
10	0	0	0	0	512	510	0	531	39	5	
11	0	0	0	0	510	510	0	502	39	5	
12	0	0	0	0	512	510	1	456	39	5	
13	0	0	0	0	511	511	0	401	39	5	
14	0	0	0	0	512	512	0	332	39	5	
15	0	0	0	0	508	513	0	257	39	5	
0	0	0	0	0	508	513	1	204	39	5	
1	0	0	0	0	504	512	0	196	39	5	
2	0	0	0	0	514	514	0	193	39	5	
3	0	0	0	0	512	512	0	177	39	5	
4	0	0	0	0	515	512	0	164	39	5	
5	0	0	0	0	510	511	0	171	39	5	
6	0	0	0	0	508	511	0	165	39	5	
7	0	0	0	0	510	512	0	143	39	5	
8	0	0	0	0	508	511	0	147	39	5	
9	0	0	0	0	505	511	0	163	39	5	
10	0	0	0	0	516	511	0	158	39	5	
11	0	0	0	0	507	512	0	164	39	5	
12	0	0	0	0	508	512	1	219	39	5	
13	0	0	0	0	511	512	0	318	39	5	
14	0	0	0	0	513	513	0	425	39	5	
15	0	0	0	0	518	513	0	512	39	5	
0	0	0	0	0	512	513	0	559	39	5	
1	0	0	0	0	504	513	0	543	39	5	
2	0	0	0	0	515	515	0	489	39	5	
3	0	0	0	0	504	514	0	436	39	5	
4	0	0	0	0	515	511	0	397	39	5	
5	0	0	0	0	509	512	0	395	39	5	
6	0	0	0	0	510	512	0	439	39	5	
7	0	0	0	0	514	511	0	459	39	5	
8	0	0	0	0	513	513	1	421	39	5	
9	0	0	0	0	510	512	0	352	39	5	
