# Eye Tracking Keypress Labels
# Recording started: 2025-11-09 18:10:46.142
# Sampling rate: 1000 Hz (1 sample per millisecond)
# Columns: sample_number, timestamp_ms, elapsed_ms, label
# Labels: stare, left, up, down, right, unknown, blink
# Press ESC to stop recording
# EndOfHeader
0	1762740646144.203	0.000	stare
1	1762740646145.246	1.043	stare
2	1762740646146.281	2.078	stare
3	1762740646147.312	3.109	stare
4	1762740646148.216	4.013	stare
5	1762740646149.252	5.049	stare
6	1762740646150.310	6.107	stare
7	1762740646151.223	7.020	stare
8	1762740646152.256	8.053	stare
9	1762740646153.287	9.084	stare
10	1762740646154.324	10.121	stare
11	1762740646155.228	11.025	stare
12	1762740646156.274	12.071	stare
13	1762740646157.314	13.111	stare
14	1762740646158.228	14.025	stare
15	1762740646159.315	15.112	stare
16	1762740646160.221	16.018	stare
17	1762740646161.319	17.116	stare
18	1762740646162.229	18.026	stare
19	1762740646163.271	19.068	stare
20	1762740646164.299	20.096	stare
21	1762740646165.286	21.083	stare
22	1762740646166.315	22.112	stare
23	1762740646167.223	23.020	stare
24	1762740646168.266	24.063	stare
25	1762740646169.293	25.090	stare
26	1762740646170.324	26.121	stare
27	1762740646171.231	27.028	stare
28	1762740646172.266	28.063	stare
29	1762740646173.309	29.106	stare
30	1762740646174.223	30.020	stare
31	1762740646175.256	31.053	stare
32	1762740646176.293	32.090	stare
33	1762740646177.327	33.124	stare
34	1762740646178.235	34.032	stare
35	1762740646179.267	35.064	stare
36	1762740646180.293	36.090	stare
37	1762740646181.315	37.112	stare
38	1762740646182.211	38.008	stare
39	1762740646183.238	39.035	stare
40	1762740646184.269	40.066	stare
41	1762740646185.301	41.098	stare
42	1762740646186.205	42.002	stare
43	1762740646187.240	43.037	stare
44	1762740646188.273	44.070	stare
45	1762740646189.308	45.105	stare
46	1762740646190.206	46.003	stare
47	1762740646191.243	47.040	stare
48	1762740646192.213	48.010	stare
49	1762740646193.281	49.078	stare
50	1762740646194.215	50.012	stare
51	1762740646195.260	51.057	stare
52	1762740646196.307	52.104	stare
53	1762740646197.219	53.016	stare
54	1762740646198.273	54.070	stare
55	1762740646199.311	55.108	stare
56	1762740646200.214	56.011	stare
57	1762740646201.247	57.044	stare
58	1762740646202.291	58.088	stare
59	1762740646203.203	59.000	stare
60	1762740646204.247	60.044	stare
61	1762740646205.292	61.089	stare
62	1762740646206.214	62.011	stare
63	1762740646207.258	63.055	stare
64	1762740646208.314	64.111	stare
65	1762740646209.226	65.023	stare
66	1762740646210.275	66.072	stare
67	1762740646211.320	67.117	stare
68	1762740646212.233	68.030	stare
69	1762740646213.281	69.078	stare
70	1762740646214.325	70.122	stare
71	1762740646215.237	71.034	stare
72	1762740646216.278	72.075	stare
73	1762740646217.324	73.121	stare
74	1762740646218.244	74.041	stare
75	1762740646219.293	75.090	stare
76	1762740646220.214	76.011	stare
77	1762740646221.257	77.054	stare
78	1762740646222.305	78.102	stare
79	1762740646223.222	79.019	stare
80	1762740646224.274	80.071	stare
81	1762740646225.319	81.116	stare
82	1762740646226.235	82.032	stare
83	1762740646227.275	83.072	stare
84	1762740646228.324	84.121	stare
85	1762740646229.240	85.037	stare
86	1762740646230.283	86.080	stare
87	1762740646231.325	87.122	stare
88	1762740646232.245	88.042	stare
89	1762740646233.286	89.083	stare
90	1762740646234.202	89.999	stare
91	1762740646235.249	91.046	stare
92	1762740646236.295	92.092	stare
93	1762740646237.213	93.010	stare
94	1762740646238.262	94.059	stare
95	1762740646239.311	95.108	stare
96	1762740646240.226	96.023	stare
97	1762740646241.267	97.064	stare
98	1762740646242.304	98.101	stare
99	1762740646243.220	99.017	stare
100	1762740646244.266	100.063	stare
101	1762740646245.309	101.106	stare
102	1762740646246.224	102.021	stare
103	1762740646247.268	103.065	stare
104	1762740646248.315	104.112	stare
105	1762740646249.229	105.026	stare
106	1762740646250.271	106.068	stare
107	1762740646251.312	107.109	stare
108	1762740646252.230	108.027	stare
109	1762740646253.276	109.073	stare
110	1762740646254.322	110.119	stare
111	1762740646255.239	111.036	stare
112	1762740646256.284	112.081	stare
113	1762740646257.198	112.995	stare
114	1762740646258.243	114.040	stare
115	1762740646259.288	115.085	stare
116	1762740646260.208	116.005	stare
117	1762740646261.256	117.053	stare
118	1762740646262.301	118.098	stare
119	1762740646263.219	119.016	stare
120	1762740646264.269	120.066	stare
121	1762740646265.316	121.113	stare
122	1762740646266.223	122.020	stare
123	1762740646267.260	123.057	stare
124	1762740646268.306	124.103	stare
125	1762740646269.222	125.019	stare
126	1762740646270.271	126.068	stare
127	1762740646271.316	127.113	stare
128	1762740646272.239	128.036	stare
129	1762740646273.284	129.081	stare
130	1762740646274.199	129.996	stare
131	1762740646275.242	131.039	stare
132	1762740646276.293	132.090	stare
133	1762740646277.206	133.003	stare
134	1762740646278.260	134.057	stare
135	1762740646279.308	135.105	stare
136	1762740646280.226	136.023	stare
137	1762740646281.267	137.064	stare
138	1762740646282.315	138.112	stare
139	1762740646283.221	139.018	stare
140	1762740646284.260	140.057	stare
141	1762740646285.308	141.105	stare
142	1762740646286.215	142.012	stare
143	1762740646287.252	143.049	stare
144	1762740646288.287	144.084	stare
145	1762740646289.201	144.998	stare
146	1762740646290.247	146.044	stare
147	1762740646291.292	147.089	stare
148	1762740646292.202	147.999	stare
149	1762740646293.249	149.046	stare
150	1762740646294.292	150.089	stare
151	1762740646295.209	151.006	stare
152	1762740646296.252	152.049	stare
153	1762740646297.291	153.088	stare
154	1762740646298.201	153.998	stare
155	1762740646299.241	155.038	stare
